Output Areas Code,Output Areas,Distance travelled to work (11 categories) Code,Distance travelled to work (11 categories),Observation
E00058318,E00058318,1,Less than 2km,10
E00058318,E00058318,2,2km to less than 5km,13
E00058318,E00058318,3,5km to less than 10km,11
E00058318,E00058318,4,10km to less than 20km,30
E00058318,E00058318,5,20km to less than 30km,2
E00058318,E00058318,6,30km to less than 40km,0
E00058318,E00058318,7,40km to less than 60km,0
E00058318,E00058318,8,60km and over,3
E00058318,E00058318,9,Works mainly from home,44
E00058318,E00058318,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11
E00058319,E00058319,-8,Does not apply,130
E00058319,E00058319,1,Less than 2km,0
E00058319,E00058319,2,2km to less than 5km,2
E00058319,E00058319,3,5km to less than 10km,16
E00058319,E00058319,4,10km to less than 20km,31
E00058319,E00058319,5,20km to less than 30km,0
E00058319,E00058319,6,30km to less than 40km,0
E00058319,E00058319,7,40km to less than 60km,1
E00058319,E00058319,8,60km and over,0
E00058319,E00058319,9,Works mainly from home,61
E00058319,E00058319,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00058320,E00058320,-8,Does not apply,137
E00058320,E00058320,1,Less than 2km,1
E00058320,E00058320,2,2km to less than 5km,1
E00058320,E00058320,3,5km to less than 10km,18
E00058320,E00058320,4,10km to less than 20km,30
E00058320,E00058320,5,20km to less than 30km,7
E00058320,E00058320,6,30km to less than 40km,1
E00058320,E00058320,7,40km to less than 60km,0
E00058320,E00058320,8,60km and over,1
E00058320,E00058320,9,Works mainly from home,70
E00058320,E00058320,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058321,E00058321,-8,Does not apply,159
E00058321,E00058321,1,Less than 2km,0
E00058321,E00058321,2,2km to less than 5km,0
E00058321,E00058321,3,5km to less than 10km,13
E00058321,E00058321,4,10km to less than 20km,19
E00058321,E00058321,5,20km to less than 30km,5
E00058321,E00058321,6,30km to less than 40km,1
E00058321,E00058321,7,40km to less than 60km,0
E00058321,E00058321,8,60km and over,1
E00058321,E00058321,9,Works mainly from home,75
E00058321,E00058321,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7
E00058322,E00058322,-8,Does not apply,143
E00058322,E00058322,1,Less than 2km,3
E00058322,E00058322,2,2km to less than 5km,7
E00058322,E00058322,3,5km to less than 10km,15
E00058322,E00058322,4,10km to less than 20km,23
E00058322,E00058322,5,20km to less than 30km,6
E00058322,E00058322,6,30km to less than 40km,0
E00058322,E00058322,7,40km to less than 60km,0
E00058322,E00058322,8,60km and over,2
E00058322,E00058322,9,Works mainly from home,77
E00058322,E00058322,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058323,E00058323,-8,Does not apply,185
E00058323,E00058323,1,Less than 2km,4
E00058323,E00058323,2,2km to less than 5km,10
E00058323,E00058323,3,5km to less than 10km,9
E00058323,E00058323,4,10km to less than 20km,30
E00058323,E00058323,5,20km to less than 30km,3
E00058323,E00058323,6,30km to less than 40km,0
E00058323,E00058323,7,40km to less than 60km,0
E00058323,E00058323,8,60km and over,1
E00058323,E00058323,9,Works mainly from home,79
E00058323,E00058323,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11
E00058325,E00058325,-8,Does not apply,162
E00058325,E00058325,1,Less than 2km,2
E00058325,E00058325,2,2km to less than 5km,3
E00058325,E00058325,3,5km to less than 10km,11
E00058325,E00058325,4,10km to less than 20km,28
E00058325,E00058325,5,20km to less than 30km,4
E00058325,E00058325,6,30km to less than 40km,1
E00058325,E00058325,7,40km to less than 60km,0
E00058325,E00058325,8,60km and over,1
E00058325,E00058325,9,Works mainly from home,61
E00058325,E00058325,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058326,E00058326,-8,Does not apply,199
E00058326,E00058326,1,Less than 2km,2
E00058326,E00058326,2,2km to less than 5km,2
E00058326,E00058326,3,5km to less than 10km,18
E00058326,E00058326,4,10km to less than 20km,23
E00058326,E00058326,5,20km to less than 30km,6
E00058326,E00058326,6,30km to less than 40km,0
E00058326,E00058326,7,40km to less than 60km,0
E00058326,E00058326,8,60km and over,0
E00058326,E00058326,9,Works mainly from home,73
E00058326,E00058326,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",14
E00058327,E00058327,-8,Does not apply,207
E00058327,E00058327,1,Less than 2km,6
E00058327,E00058327,2,2km to less than 5km,23
E00058327,E00058327,3,5km to less than 10km,25
E00058327,E00058327,4,10km to less than 20km,48
E00058327,E00058327,5,20km to less than 30km,6
E00058327,E00058327,6,30km to less than 40km,0
E00058327,E00058327,7,40km to less than 60km,0
E00058327,E00058327,8,60km and over,4
E00058327,E00058327,9,Works mainly from home,100
E00058327,E00058327,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19
E00058328,E00058328,-8,Does not apply,176
E00058328,E00058328,1,Less than 2km,1
E00058328,E00058328,2,2km to less than 5km,8
E00058328,E00058328,3,5km to less than 10km,17
E00058328,E00058328,4,10km to less than 20km,20
E00058328,E00058328,5,20km to less than 30km,0
E00058328,E00058328,6,30km to less than 40km,0
E00058328,E00058328,7,40km to less than 60km,0
E00058328,E00058328,8,60km and over,2
E00058328,E00058328,9,Works mainly from home,63
E00058328,E00058328,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8
E00058329,E00058329,-8,Does not apply,162
E00058329,E00058329,1,Less than 2km,1
E00058329,E00058329,2,2km to less than 5km,9
E00058329,E00058329,3,5km to less than 10km,18
E00058329,E00058329,4,10km to less than 20km,12
E00058329,E00058329,5,20km to less than 30km,2
E00058329,E00058329,6,30km to less than 40km,0
E00058329,E00058329,7,40km to less than 60km,0
E00058329,E00058329,8,60km and over,0
E00058329,E00058329,9,Works mainly from home,33
E00058329,E00058329,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058330,E00058330,-8,Does not apply,169
E00058330,E00058330,1,Less than 2km,3
E00058330,E00058330,2,2km to less than 5km,6
E00058330,E00058330,3,5km to less than 10km,18
E00058330,E00058330,4,10km to less than 20km,16
E00058330,E00058330,5,20km to less than 30km,4
E00058330,E00058330,6,30km to less than 40km,0
E00058330,E00058330,7,40km to less than 60km,1
E00058330,E00058330,8,60km and over,1
E00058330,E00058330,9,Works mainly from home,78
E00058330,E00058330,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00058331,E00058331,-8,Does not apply,190
E00058331,E00058331,1,Less than 2km,1
E00058331,E00058331,2,2km to less than 5km,2
E00058331,E00058331,3,5km to less than 10km,20
E00058331,E00058331,4,10km to less than 20km,47
E00058331,E00058331,5,20km to less than 30km,3
E00058331,E00058331,6,30km to less than 40km,1
E00058331,E00058331,7,40km to less than 60km,4
E00058331,E00058331,8,60km and over,3
E00058331,E00058331,9,Works mainly from home,79
E00058331,E00058331,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00058332,E00058332,-8,Does not apply,81
E00058332,E00058332,1,Less than 2km,2
E00058332,E00058332,2,2km to less than 5km,8
E00058332,E00058332,3,5km to less than 10km,4
E00058332,E00058332,4,10km to less than 20km,20
E00058332,E00058332,5,20km to less than 30km,4
E00058332,E00058332,6,30km to less than 40km,1
E00058332,E00058332,7,40km to less than 60km,1
E00058332,E00058332,8,60km and over,1
E00058332,E00058332,9,Works mainly from home,37
E00058332,E00058332,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15
E00058333,E00058333,-8,Does not apply,150
E00058333,E00058333,1,Less than 2km,20
E00058333,E00058333,2,2km to less than 5km,5
E00058333,E00058333,3,5km to less than 10km,11
E00058333,E00058333,4,10km to less than 20km,30
E00058333,E00058333,5,20km to less than 30km,6
E00058333,E00058333,6,30km to less than 40km,0
E00058333,E00058333,7,40km to less than 60km,0
E00058333,E00058333,8,60km and over,0
E00058333,E00058333,9,Works mainly from home,52
E00058333,E00058333,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",14
E00058334,E00058334,-8,Does not apply,141
E00058334,E00058334,1,Less than 2km,15
E00058334,E00058334,2,2km to less than 5km,4
E00058334,E00058334,3,5km to less than 10km,11
E00058334,E00058334,4,10km to less than 20km,41
E00058334,E00058334,5,20km to less than 30km,4
E00058334,E00058334,6,30km to less than 40km,3
E00058334,E00058334,7,40km to less than 60km,0
E00058334,E00058334,8,60km and over,0
E00058334,E00058334,9,Works mainly from home,54
E00058334,E00058334,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00058335,E00058335,-8,Does not apply,133
E00058335,E00058335,1,Less than 2km,10
E00058335,E00058335,2,2km to less than 5km,2
E00058335,E00058335,3,5km to less than 10km,3
E00058335,E00058335,4,10km to less than 20km,20
E00058335,E00058335,5,20km to less than 30km,5
E00058335,E00058335,6,30km to less than 40km,3
E00058335,E00058335,7,40km to less than 60km,1
E00058335,E00058335,8,60km and over,0
E00058335,E00058335,9,Works mainly from home,35
E00058335,E00058335,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00058336,E00058336,-8,Does not apply,142
E00058336,E00058336,1,Less than 2km,13
E00058336,E00058336,2,2km to less than 5km,8
E00058336,E00058336,3,5km to less than 10km,7
E00058336,E00058336,4,10km to less than 20km,22
E00058336,E00058336,5,20km to less than 30km,4
E00058336,E00058336,6,30km to less than 40km,0
E00058336,E00058336,7,40km to less than 60km,0
E00058336,E00058336,8,60km and over,0
E00058336,E00058336,9,Works mainly from home,44
E00058336,E00058336,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00058337,E00058337,-8,Does not apply,157
E00058337,E00058337,1,Less than 2km,19
E00058337,E00058337,2,2km to less than 5km,9
E00058337,E00058337,3,5km to less than 10km,9
E00058337,E00058337,4,10km to less than 20km,19
E00058337,E00058337,5,20km to less than 30km,7
E00058337,E00058337,6,30km to less than 40km,0
E00058337,E00058337,7,40km to less than 60km,3
E00058337,E00058337,8,60km and over,1
E00058337,E00058337,9,Works mainly from home,44
E00058337,E00058337,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",23
E00058338,E00058338,-8,Does not apply,162
E00058338,E00058338,1,Less than 2km,15
E00058338,E00058338,2,2km to less than 5km,22
E00058338,E00058338,3,5km to less than 10km,15
E00058338,E00058338,4,10km to less than 20km,26
E00058338,E00058338,5,20km to less than 30km,6
E00058338,E00058338,6,30km to less than 40km,1
E00058338,E00058338,7,40km to less than 60km,2
E00058338,E00058338,8,60km and over,0
E00058338,E00058338,9,Works mainly from home,48
E00058338,E00058338,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00058339,E00058339,-8,Does not apply,236
E00058339,E00058339,1,Less than 2km,23
E00058339,E00058339,2,2km to less than 5km,11
E00058339,E00058339,3,5km to less than 10km,19
E00058339,E00058339,4,10km to less than 20km,51
E00058339,E00058339,5,20km to less than 30km,10
E00058339,E00058339,6,30km to less than 40km,2
E00058339,E00058339,7,40km to less than 60km,3
E00058339,E00058339,8,60km and over,2
E00058339,E00058339,9,Works mainly from home,85
E00058339,E00058339,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",27
E00058340,E00058340,-8,Does not apply,189
E00058340,E00058340,1,Less than 2km,31
E00058340,E00058340,2,2km to less than 5km,7
E00058340,E00058340,3,5km to less than 10km,16
E00058340,E00058340,4,10km to less than 20km,55
E00058340,E00058340,5,20km to less than 30km,11
E00058340,E00058340,6,30km to less than 40km,0
E00058340,E00058340,7,40km to less than 60km,3
E00058340,E00058340,8,60km and over,5
E00058340,E00058340,9,Works mainly from home,60
E00058340,E00058340,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",25
E00058341,E00058341,-8,Does not apply,160
E00058341,E00058341,1,Less than 2km,8
E00058341,E00058341,2,2km to less than 5km,4
E00058341,E00058341,3,5km to less than 10km,7
E00058341,E00058341,4,10km to less than 20km,37
E00058341,E00058341,5,20km to less than 30km,2
E00058341,E00058341,6,30km to less than 40km,0
E00058341,E00058341,7,40km to less than 60km,0
E00058341,E00058341,8,60km and over,0
E00058341,E00058341,9,Works mainly from home,42
E00058341,E00058341,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17
E00058342,E00058342,-8,Does not apply,135
E00058342,E00058342,1,Less than 2km,12
E00058342,E00058342,2,2km to less than 5km,8
E00058342,E00058342,3,5km to less than 10km,11
E00058342,E00058342,4,10km to less than 20km,26
E00058342,E00058342,5,20km to less than 30km,6
E00058342,E00058342,6,30km to less than 40km,2
E00058342,E00058342,7,40km to less than 60km,0
E00058342,E00058342,8,60km and over,2
E00058342,E00058342,9,Works mainly from home,15
E00058342,E00058342,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00058343,E00058343,-8,Does not apply,130
E00058343,E00058343,1,Less than 2km,22
E00058343,E00058343,2,2km to less than 5km,5
E00058343,E00058343,3,5km to less than 10km,8
E00058343,E00058343,4,10km to less than 20km,30
E00058343,E00058343,5,20km to less than 30km,6
E00058343,E00058343,6,30km to less than 40km,1
E00058343,E00058343,7,40km to less than 60km,0
E00058343,E00058343,8,60km and over,1
E00058343,E00058343,9,Works mainly from home,26
E00058343,E00058343,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00058344,E00058344,-8,Does not apply,182
E00058344,E00058344,1,Less than 2km,12
E00058344,E00058344,2,2km to less than 5km,2
E00058344,E00058344,3,5km to less than 10km,5
E00058344,E00058344,4,10km to less than 20km,20
E00058344,E00058344,5,20km to less than 30km,8
E00058344,E00058344,6,30km to less than 40km,1
E00058344,E00058344,7,40km to less than 60km,0
E00058344,E00058344,8,60km and over,0
E00058344,E00058344,9,Works mainly from home,67
E00058344,E00058344,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00058345,E00058345,-8,Does not apply,148
E00058345,E00058345,1,Less than 2km,16
E00058345,E00058345,2,2km to less than 5km,6
E00058345,E00058345,3,5km to less than 10km,14
E00058345,E00058345,4,10km to less than 20km,25
E00058345,E00058345,5,20km to less than 30km,5
E00058345,E00058345,6,30km to less than 40km,1
E00058345,E00058345,7,40km to less than 60km,1
E00058345,E00058345,8,60km and over,0
E00058345,E00058345,9,Works mainly from home,34
E00058345,E00058345,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20
E00058347,E00058347,-8,Does not apply,144
E00058347,E00058347,1,Less than 2km,6
E00058347,E00058347,2,2km to less than 5km,1
E00058347,E00058347,3,5km to less than 10km,4
E00058347,E00058347,4,10km to less than 20km,25
E00058347,E00058347,5,20km to less than 30km,5
E00058347,E00058347,6,30km to less than 40km,1
E00058347,E00058347,7,40km to less than 60km,1
E00058347,E00058347,8,60km and over,3
E00058347,E00058347,9,Works mainly from home,53
E00058347,E00058347,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",14
E00058348,E00058348,-8,Does not apply,118
E00058348,E00058348,1,Less than 2km,21
E00058348,E00058348,2,2km to less than 5km,5
E00058348,E00058348,3,5km to less than 10km,8
